TCONST	TITLETYPE	PRIMARYTITLE	ORIGINALTITLE	ISADULT	STARTYEAR	ENDYEAR	RUNTIMEMINUTES	GENRES	AVERAGERATING	NUMVOTES	TITLETYPE_NEW	SHOW_ID	TYPE	TITLE	DIRECTOR	CAST	COUNTRY	DATE_ADDED	RELEASE_YEAR	RATING	DURATION	LISTED_IN	DESCRIPTION
tt0136242	movie	Hero	Ma Yong Zhen	0	1997		97	Action,Drama	6.3	520	Movie	80039485	Movie	Hero	Corey Yuen	Takeshi Kaneshiro, Yuen Biao, Valerie Chow, Jessica Hester Hsuan, Tak Yuen, Wah Yuen, Corey Yuen	Hong Kong, China	August 1, 2018	1997	TV-MA	89 min	Action & Adventure, International Movies	A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine.
tt0387763	tvSeries	Pasión de Gavilanes	Pasión de Gavilanes	0	2003	2004	60	Drama,Romance	7.9	1831	TV Show	80047032	TV Show	Pasión de Gavilanes		Danna García, Mario Cimarro, Paola Rey, Jorge Cao, Juan Alfonso Baptista, Michel Brown, Gloria Gómez, Kristina Lilley, Natasha Klauss, Ana Lucía Domínguez, Zharick León, Lorena Meritano	Colombia, United States	May 4, 2017	2003	TV-14	1 Season	International TV Shows, Romantic TV Shows, Spanish-Language TV Shows	Three brothers seek to avenge the tragic death of a loved one, but become emotionally entangled with the daughters of those they hold responsible.
tt0119861	movie	Pardes	Pardes	0	1997		191	Drama,Musical,Romance	7.0	13166	Movie	80059049	Movie	Pardes	Subhash Ghai	Shah Rukh Khan, Amrish Puri, Mahima Chaudhry, Apoorva Agnihotri, Alok Nath, Himani Shivpuri, Padmavati Rao, Madhuri Bhatia, Dina Pathak, Benu Kalsi, Anand Balraj, Ajay Nagrath, Deepak Qazir, Shashi Sharma, Smita Jaykar, Pavan Malhotra, Aditya Narayan, Subhash Ghai	India	March 1, 2018	1997	TV-14	187 min	Dramas, International Movies, Romantic Movies	Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself.
tt0309593	movie	Final Destination 2	Final Destination 2	0	2003		90	Horror,Thriller	6.2	146969	Movie	60026114	Movie	Final Destination 2	David R. Ellis	Ali Larter, A.J. Cook, Michael Landes, Terrence 'T.C.' Carson, Jonathan Cherry, Keegan Connor Tracy, Sarah Carter, Lynda Boyd, David Paetkau, Justina Machado	United States, Canada	January 1, 2020	2003	R	90 min	Horror Movies, Thrillers	On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help.
tt0133093	movie	The Matrix	The Matrix	0	1999		136	Action,Sci-Fi	8.7	1601064	Movie	20557937	Movie	The Matrix	Lilly Wachowski, Lana Wachowski	Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory	United States	November 1, 2019	1999	R	136 min	Action & Adventure, Sci-Fi & Fantasy	A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.
tt0451469	tvSeries	Power Rangers Mystic Force	Power Rangers Mystic Force	0	2006	2006	22	Action,Adventure,Fantasy	6.5	2073	TV Show	70213080	TV Show	Power Rangers Mystic Force		Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan	United States	January 1, 2016	2006	TV-Y7-FV	1 Season	Kids' TV	When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers – the Mystic Force Power Rangers – to save mankind.
tt0095953	movie	Rain Man	Rain Man	0	1988		133	Drama	8.0	458531	Movie	60029369	Movie	Rain Man	Barry Levinson	Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt	United States	July 1, 2019	1988	R	134 min	Classic Movies, Dramas	A fast-talking yuppie is forced to slow down when he meets the brother he never knew he had, an unusually gifted autistic savant named Raymond.
tt0074285	movie	Carrie	Carrie	0	1976		98	Horror	7.4	160908	Movie	352989	Movie	Carrie	Brian De Palma	Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North	United States	June 1, 2019	1976	R	98 min	Classic Movies, Cult Movies, Horror Movies	An outcast teen with telekinetic ability lashes out with her deadly power when the high school "in crowd" torments her with a sick joke at the prom.
tt0110997	movie	The River Wild	The River Wild	0	1994		111	Adventure,Crime,Thriller	6.4	39893	Movie	17672040	Movie	The River Wild	Curtis Hanson	Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Elizabeth Hoffman, William Lucking, Diane Delano	United States	September 1, 2018	1994	PG-13	111 min	Action & Adventure	A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river.
tt0107798	movie	The Pelican Brief	The Pelican Brief	0	1993		141	Crime,Drama,Mystery	6.6	73627	Movie	848915	Movie	The Pelican Brief	Alan J. Pakula	Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn	United States	November 1, 2019	1993	PG-13	141 min	Dramas, Thrillers	When law student Darby Shaw theorizes about the assassinations of two Supreme Court justices, she is put in danger and turns to a reporter for help.
tt0066289	movie	The Cruise	Rejs	0	1970		65	Comedy	7.6	2921	Movie	81168342	Movie	The Cruise	Marek Piwowski	Jan Himilsbach, Stanislaw Tym, Jerzy Dobrowolski, Zdzislaw Maklakiewicz, Andrzej Dobosz, Feridun Erol, Jolanta Lothe, Wanda Stanisławska-Lothe	Poland	October 1, 2019	1970	TV-PG	66 min	Comedies, Cult Movies, International Movies	When the captain of a pleasant cruise ship mistakes a mischievous stowaway the entertainment director, wild and wacky hijinks ensue.
tt0095937	movie	Painted Faces	Qi xiao fu	0	1988		112	Drama	7.0	290	Movie	80997859	Movie	Painted Faces	Alex Law	Sammo Kam-Bo Hung, Ching-Ying Lam, Cheng Pei-pei	Hong Kong	August 16, 2018	1988	TV-PG	108 min	Dramas, International Movies	In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars.
tt0266697	movie	Kill Bill: Vol. 1	Kill Bill: Vol. 1	0	2003		111	Action,Crime,Thriller	8.1	959822	Movie	60031236	Movie	Kill Bill: Vol. 1	Quentin Tarantino	Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Sonny Chiba, Gordon Liu	United States, Japan	January 1, 2020	2003	R	111 min	Action & Adventure	An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.
tt0079807	movie	Richard Pryor: Live in Concert	Richard Pryor: Live in Concert	0	1979		78	Comedy	8.2	4212	Movie	907090	Movie	Richard Pryor: Live in Concert	Jeff Margolis	Richard Pryor	United States	December 1, 2016	1979	TV-MA	79 min	Stand-Up Comedy	Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself.
tt0071811	movie	Manoranjan	Manoranjan	0	1974		158	Comedy,Musical,Romance	6.8	189	Movie	80158545	Movie	Manoranjan	Shammi Kapoor	Sanjeev Kumar, Zeenat Aman, Shammi Kapoor, Dev Kumar, Madan Puri, Paintal, Asit Kumar Sen, Agha, Murad, Shefali	India	September 1, 2017	1974	TV-14	162 min	Comedies, International Movies, Music & Musicals	After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets.
tt0482930	movie	Dragon Tiger Gate	Lung foo moon	0	2006		94	Action,Drama,Fantasy	6.2	6304	Movie	70082255	Movie	Dragon Tiger Gate	Wilson Yip	Donnie Yen, Nicholas Tse, Shawn Yue, Dong Jie, Li Xiaoran, Yuen Wah, Chen Kuan Tai, Xing Yu, Vincent Sze, Tommy Yuen	Hong Kong, China	October 27, 2018	2006	TV-MA	94 min	Action & Adventure, International Movies	Dragon and his fellow students at Dragon Tiger Gate martial arts school team up to battle the ferocious villain Shibumi.
tt0185405	movie	Know Your Enemy - Japan	Know Your Enemy - Japan	0	1945		63	Documentary,History,War	5.9	644	Movie	80119190	Movie	Know Your Enemy - Japan	Frank Capra, Joris Ivens	Walter Huston, Dana Andrews	United States	March 31, 2017	1945	TV-14	63 min	Classic Movies, Documentaries	Though culturally insensitive by modern standards, this propaganda film examines the history of Japan from the 16th century through the 1930s.
tt0175059	tvSeries	Power Rangers Lost Galaxy	Power Rangers Lost Galaxy	0	1999	2000	30	Action,Adventure,Family	6.8	1788	TV Show	70213081	TV Show	Power Rangers Lost Galaxy		Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta	United States, France, Japan	January 1, 2016	1999	TV-Y7-FV	1 Season	Kids' TV	Five teenagers, transformed by the mystical powers of the Quasar Sabers into the Galaxy Power Rangers, battle the evil Scorpius and Captain Mutiny.
tt0088206	movie	Supergirl	Supergirl	0	1984		124	Action,Adventure,Fantasy	4.4	17855	Movie	60001761	Movie	Supergirl	Jeannot Szwarc	Faye Dunaway, Hart Bochner, Helen Slater, Peter Cook	United Kingdom, United States	October 1, 2019	1984	PG	125 min	Action & Adventure, Sci-Fi & Fantasy	When she loses her city's vital power supply, Kryptonian Kara follows it to Earth in the hopes of retrieving it. Although gifted with powers like her cousin Superman, Kara struggles to defeat the evil Selena, who now controls the mighty object.
tt0341554	movie	Saath Saath	Saath Saath	0	1982			Drama	7.1	202	Movie	81221914	Movie	Saath Saath	Raman Kumar	Deepti Naval, Farooq Shaikh, Satish Shah, Iftekhar, A.K. Hangal, Neena Gupta, Avtar Gill, Javed Khan	India	December 31, 2019	1982	TV-14	118 min	Dramas, Independent Movies, International Movies	A young woman falls for her classmate’s idealistic, non-materialistic ways, but is troubled upon seeing his principles change after they marry.
tt0098936	tvSeries	Twin Peaks	Twin Peaks	0	1990	1991	47	Crime,Drama,Mystery	8.8	164961	TV Show	70153408	TV Show	Twin Peaks		Kyle MacLachlan, Michael Ontkean, Mädchen Amick, Dana Ashbrook, Richard Beymer, Lara Flynn Boyle, Sherilyn Fenn, Warren Frost, Peggy Lipton, James Marshall, Everett McGill, Jack Nance, Joan Chen, Kimmy Robertson, Michael Horse, Piper Laurie, Harry Goaz, Eric DaRe, Wendy Robie, Ray Wise, Sheryl Lee, Russ Tamblyn, Don S. Davis, Chris Mulkey, Gary Hershberger, Grace Zabriskie	United States	July 1, 2017	1990	TV-MA	2 Seasons	Classic & Cult TV, Crime TV Shows, TV Dramas	Who killed Laura Palmer? is the question on everyone's lips in a secretive small town, but as an eccentric FBI agent learns, the answer isn't easy.
tt0434409	movie	V for Vendetta	V for Vendetta	0	2005		132	Action,Drama,Sci-Fi	8.2	992763	Movie	70039175	Movie	V for Vendetta	James McTeigue	Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Rupert Graves, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman	United States, United Kingdom, Germany	October 1, 2018	2005	R	132 min	Action & Adventure, Dramas, Sci-Fi & Fantasy	A masked freedom fighter known as "V" takes up arms against a totalitarian government and finds an unlikely ally in a young woman.
tt0375912	movie	Layer Cake	Layer Cake	0	2004		105	Action,Crime,Drama	7.3	161162	Movie	70020730	Movie	Layer Cake	Matthew Vaughn	Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan	United Kingdom	March 1, 2019	2004	R	105 min	Independent Movies, International Movies, Thrillers	A seasoned British drug dealer longs to ditch his illegal trade. But he can't do that without wrapping up just one more job.
tt0443272	movie	Lincoln	Lincoln	0	2012		150	Biography,Drama,History	7.3	237123	Movie	70251896	Movie	Lincoln	Steven Spielberg	Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, Jackie Earle Haley, John Hawkes, Jared Harris, Joseph Cross, Tim Blake Nelson, David Oyelowo, Bruce McGill	United States, India	February 21, 2018	2012	PG-13	150 min	Dramas	Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years.
tt0089927	movie	Rocky IV	Rocky IV	0	1985		91	Drama,Sport	6.9	179434	Movie	916061	Movie	Rocky IV	Sylvester Stallone	Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Dolph Lundgren, Brigitte Nielsen, Tony Burton, Michael Pataki	United States	August 1, 2019	1985	PG	92 min	Dramas, Sports Movies	Rocky Balboa takes on the Cold War, coming out of retirement to battle a Soviet fighter who pulverized Rocky's friend and former rival, Apollo Creed.
tt0081398	movie	Raging Bull	Raging Bull	0	1980		129	Biography,Drama,Sport	8.2	307345	Movie	70020699	Movie	Raging Bull	Martin Scorsese	Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono	United States	October 1, 2019	1980	R	129 min	Classic Movies, Dramas, Sports Movies	This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons.
tt0098465	movie	Thelonious Monk: Straight, No Chaser	Thelonious Monk: Straight, No Chaser	0	1988		90	Biography,Documentary,Music	7.6	961	Movie	60003961	Movie	Thelonious Monk: Straight, No Chaser	Charlotte Zwerin	Thelonious Monk, Samuel E. Wright	United States	November 1, 2019	1988	PG-13	89 min	Documentaries, Music & Musicals	The spotlight shines on iconic jazz pianist and composer Thelonious Monk in this 1988 documentary featuring vintage performance clips and interviews.
tt0330082	movie	Boom	Boom	0	2003		100	Crime,Thriller	2.3	1296	Movie	60036746	Movie	Boom	Kaizad Gustad	Amitabh Bachchan, Gulshan Grover, Jackie Shroff, Javed Jaffrey, Katrina Kaif, Madhu Sapre, Padma Lakshmi, Seema Biswas, Zeenat Aman, Boman Irani	India	March 1, 2018	2003	TV-MA	79 min	Action & Adventure, Dramas, International Movies	Following a fashion show mishap, three supermodels find themselves on the run from dangerous gangsters trying to recover a fortune in stolen diamonds.
tt0119822	movie	As Good as It Gets	As Good as It Gets	0	1997		139	Comedy,Drama,Romance	7.7	265649	Movie	1181488	Movie	As Good as It Gets	James L. Brooks	Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros	United States	January 1, 2020	1997	PG-13	139 min	Comedies, Romantic Movies	The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor.
tt0248012	movie	Fiza	Fiza	0	2000		170	Action,Crime,Drama	6.1	3648	Movie	60003290	Movie	Fiza	Khalid Mohamed	Karisma Kapoor, Jaya Bhaduri, Hrithik Roshan, Neha, Asha Sachdev, Bikram Saluja, Isha Koppikar, Johny Lever, Sushmita Sen, Manoj Bajpayee	India	August 2, 2018	2000	TV-14	163 min	Dramas, International Movies, Music & Musicals	Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day, Fiza and her widowed mother hope that he will return.
tt0287871	tvSeries	Power Rangers Wild Force	Power Rangers Wild Force	0	2002	2003	30	Action,Adventure,Drama	6.2	1962	TV Show	70213073	TV Show	Power Rangers Wild Force		Ricardo Medina Jr., Alyson Kiperman, Phillip Jeanmarie, Jessica Rey, Jack Guzman, Phillip Andrew, Ann Marie Crouch, Ilia Volok, Sin Wong, Danny Wayne, Terence J. Rotolo	United States, Netherlands, Japan, France	January 1, 2016	2002	TV-Y7-FV	1 Season	Kids' TV	Raised in the wilderness, young Cole Evans leads the Wild Force Power Rangers as they summon their animal powers to battle the evil Master Org.
tt0134119	movie	The Talented Mr. Ripley	The Talented Mr. Ripley	0	1999		139	Crime,Drama,Thriller	7.4	174199	Movie	60000209	Movie	The Talented Mr. Ripley	Anthony Minghella	Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston	United States	January 1, 2020	1999	R	139 min	Dramas, Thrillers	A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.
tt0375679	movie	Crash	Crash	0	2004		112	Crime,Drama,Thriller	7.8	411146	Movie	70023961	Movie	Crash	Paul Haggis	Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandie Newton, Ryan Phillippe, Larenz Tate, Nona Gaye, Michael Peña	United States, Germany	October 1, 2019	2004	R	112 min	Dramas, Independent Movies	In post-Sept. 11 Los Angeles, tensions erupt when the lives of people from all walks of life converge during a 36-hour period.
tt0411815	movie	Run	Run	0	2004		137	Action,Comedy,Drama	4.8	1200	Movie	70001082	Movie	Run	Jeeva	Abhishek Bachchan, Bhoomika Chawla, Mahesh Manjrekar, Vijay Raaz, Mukesh Rishi, Ayesha Jhulka, Anjan Srivastav, Goga Kapoor, Mukul Agarwal, Shweta Menon	India	March 1, 2018	2004	TV-14	134 min	Action & Adventure, International Movies, Music & Musicals	Siddharth falls in love with beautiful Jhanvi. But Jhanvi's brother Ganpat is overly possessive – and determined to destroy their relationship.
tt0452594	movie	The Break-Up	The Break-Up	0	2006		106	Comedy,Drama,Romance	5.8	121492	Movie	70042688	Movie	The Break-Up	Peyton Reed	Vince Vaughn, Jennifer Aniston, Joey Lauren Adams, Cole Hauser, Jon Favreau, Jason Bateman, Judy Davis, Justin Long, Ivan Sergei, John Michael Higgins, Ann-Margret, Vernon Vaughn, Vincent D'Onofrio	United States	July 16, 2019	2006	PG-13	107 min	Comedies, Dramas, Romantic Movies	Cohabitating couple Gary and Brooke's petty spats turn into an all-out battle for their home condo.
